group,invariant
"['K15n36956', 'K15n37071']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 229), (0, 17, 25, 229, 229)): 1, (5, 10, (0, 29), (0, 17, 25, 29, 29)): 1, (5, 10, (0, 17, 17), (0, 5, 5, 17, 17, 17, 17, 17)): 1, (5, 10, (0, 109), (0, 17, 25, 109, 109)): 2, (5, 10, (0, 109), (0, 5, 5, 17, 109, 109)): 1, (2, 2, (0, 5, 5, 17), (0, 5, 5, 17)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (4, 4, (0, 5, 5, 17), (0, 5, 5, 17)): 1, (5, 5, (0, 3, 3, 3, 3, 11, 11), (0, 3, 3, 3, 3, 11, 11)): 1}"
"['K15n123366', 'K15n121830']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 149, 149), (0, 149, 149)): 1, (2, 2, (0, 11, 49), (0, 11, 49)): 1, (4, 4, (0, 3, 3, 7, 7, 11, 49), (0, 3, 3, 7, 7, 11, 49)): 1, (5, 5, (0, 631, 631), (0, 631, 631)): 1}"
"['K15n4367', 'K15n4250']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 509), (0, 509)): 1, (3, 3, (0, 151, 151), (0, 151, 151)): 1, (4, 4, (0, 23, 23, 509), (0, 23, 23, 509)): 1, (5, 5, (0, 641, 641), (0, 641, 641)): 1}"
"['K15a58661', 'K15a57802']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 79), (0, 5, 5, 47, 79, 79)): 1, (2, 2, (0, 25, 47), (0, 25, 47)): 1, (3, 3, (0, 227, 227), (0, 227, 227)): 1, (4, 4, (0, 19, 19, 25, 47), (0, 19, 19, 25, 47)): 1, (5, 5, (0, 19, 19, 29, 29), (0, 19, 19, 29, 29)): 1}"
"['K15n1403', 'K15n920']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 32), (0, 2, 5, 5, 11, 11, 32, 128, 128)): 1, (2, 2, (0, 343), (0, 343)): 1, (3, 3, (0, 2, 2, 5, 5, 11, 11), (0, 2, 2, 5, 5, 11, 11)): 1, (4, 4, (0, 19, 19, 343), (0, 19, 19, 343)): 1, (5, 5, (0, 311, 311), (0, 311, 311)): 1}"
"['K15n6061', 'K15n5346', 'K15n5329']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 5, 13), (0, 4, 4, 5, 5, 5, 13, 13, 13, 41, 41)): 1, (2, 2, (0, 17, 31), (0, 17, 31)): 1, (3, 3, (0, 4, 4, 41, 41), (0, 4, 4, 41, 41)): 1, (4, 4, (0, 17, 31, 31, 31), (0, 17, 31, 31, 31)): 1, (5, 5, (0, 2, 2, 2, 2, 599, 599), (0, 2, 2, 2, 2, 599, 599)): 1}"
"['K15n25465', 'K15n25760']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 83), (0, 7, 83)): 1, (3, 3, (0, 127, 127), (0, 127, 127)): 1, (5, 5, (0, 709, 709), (0, 709, 709)): 1, (4, 4, (0, 7, 7, 7, 83), (0, 7, 7, 7, 83)): 1}"
"['K15n16498', 'K15n16455']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 9, 17), (0, 9, 17)): 1, (4, 12, (0, 0, 4, 7), (0, 0, 0, 0, 4, 7, 7, 7, 7, 7, 16, 16)): 1, (4, 24, (0, 2, 2, 17), (0, 0, 0, 0, 0, 0, 3, 4, 4, 8, 17, 17, 17, 17, 32, 32)): 1, (5, 60, (0, 3, 3, 3, 27), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 9, 9, 9, 16, 16, 16, 16)): 1, (3, 6, (0, 0, 4), (0, 0, 0, 3, 4, 4, 17)): 1, (3, 3, (0, 2, 2, 2, 2, 7, 7), (0, 2, 2, 2, 2, 7, 7)): 1, (4, 4, (0, 9, 17), (0, 9, 17)): 1, (5, 5, (0, 3, 3, 3, 3), (0, 3, 3, 3, 3)): 1, (4, 24, (0, 2, 2), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 17)): 1, (4, 12, (0, 2, 2, 5), (0, 2, 2, 4, 4, 4, 4, 5, 5, 5, 7, 7)): 2, (4, 12, (0, 0, 2), (0, 0, 0, 0, 2, 2, 2, 7, 7)): 2, (4, 24, (0, 2, 2, 17), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 17, 17, 17, 17)): 1}"
"['K15n33742', 'K15n33843']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 5, 101), (0, 5, 5, 5, 5, 11, 101, 101)): 1, (5, 60, (0, 3, 4, 8), (0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 32, 32, 32, 32, 181, 181, 181)): 1, (5, 60, (0, 2, 2, 3, 83), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 8, 9, 9, 9, 9, 11, 11, 11, 16, 16, 16, 16, 25, 25, 25, 25, 25, 83, 83, 83, 83, 389, 389, 389)): 1, (2, 2, (0, 11, 25), (0, 11, 25)): 1, (3, 3, (0, 29, 29), (0, 29, 29)): 1, (4, 4, (0, 11, 11, 11, 25), (0, 11, 11, 11, 25)): 1, (5, 5, (0, 2, 2, 2, 2, 3, 3, 3, 3, 19, 19), (0, 2, 2, 2, 2, 3, 3, 3, 3, 19, 19)): 1, (5, 60, (0, 3, 13), (0, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 13, 13, 13, 13, 16, 32, 32, 32, 32)): 1}"
"['K15n5231', 'K15n6178']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 97), (0, 97)): 1, (3, 3, (0, 43, 43), (0, 43, 43)): 1, (4, 4, (0, 13, 13, 97), (0, 13, 13, 97)): 1, (5, 5, (0, 281, 281), (0, 281, 281)): 1}"
"['K15n123047', 'K15n123264']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 4, 8, 11, 11, 11, 16, 16, 16, 16, 109, 109, 109, 109, 109)): 1, (5, 10, (0, 251), (0, 5, 71, 251, 251)): 1, (2, 2, (0, 5, 71), (0, 5, 71)): 1, (3, 3, (0, 5, 5, 19, 19), (0, 5, 5, 19, 19)): 1, (4, 4, (0, 5, 13, 13, 71), (0, 5, 13, 13, 71)): 1, (5, 5, (0, 4, 4, 4, 4, 31, 31), (0, 4, 4, 4, 4, 31, 31)): 1}"
"['K15n10289', 'K15n8672']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 19), (0, 11, 19)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (4, 4, (0, 11, 13, 13, 19), (0, 11, 13, 13, 19)): 1, (5, 5, (0, 121, 121), (0, 121, 121)): 1}"
"['K15a1810', 'K15a2744']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 3, 8), (0, 2, 3, 3, 3, 8, 32, 32, 43, 43)): 1, (2, 2, (0, 631), (0, 631)): 1, (3, 3, (0, 2, 2, 43, 43), (0, 2, 2, 43, 43)): 1, (4, 4, (0, 9, 9, 631), (0, 9, 9, 631)): 1, (5, 5, (0, 8, 8, 8, 8, 31, 31), (0, 8, 8, 8, 8, 31, 31)): 1}"
"['K14a742', 'K14a1509']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 7, 7, 8, 8, 11, 11)): 1, (2, 2, (0, 7, 71), (0, 7, 71)): 1, (3, 3, (0, 2, 2, 7, 7, 11, 11), (0, 2, 2, 7, 7, 11, 11)): 1, (4, 4, (0, 7, 29, 29, 71), (0, 7, 29, 29, 71)): 1, (5, 5, (0, 2111, 2111), (0, 2111, 2111)): 1}"
"['K15a8487', 'K15a10180']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7, 47, 47), (0, 7, 7, 47, 47)): 1, (2, 2, (0, 1123), (0, 1123)): 1, (4, 4, (0, 53, 53, 1123), (0, 53, 53, 1123)): 1, (5, 5, (0, 5981, 5981), (0, 5981, 5981)): 1}"
"['K15a62104', 'K15a61373']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1039), (0, 1039)): 1, (3, 3, (0, 7, 7, 17, 17), (0, 7, 7, 17, 17)): 1, (4, 4, (0, 7, 7, 1039), (0, 7, 7, 1039)): 1, (5, 5, (0, 811, 811), (0, 811, 811)): 1}"
"['K14a2524', 'K14a2522']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 3), (0, 3, 9, 193)): 1, (2, 2, (0, 3, 193), (0, 3, 193)): 1, (3, 3, (0, 5, 5, 43, 43), (0, 5, 5, 43, 43)): 1, (4, 4, (0, 3, 53, 53, 193), (0, 3, 53, 53, 193)): 1, (5, 5, (0, 3, 3, 3, 3, 619, 619), (0, 3, 3, 3, 3, 619, 619)): 1}"
"['K15n17475', 'K15n15897']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 13), (0, 11, 13)): 1, (3, 3, (0, 4, 4, 7, 7), (0, 4, 4, 7, 7)): 1, (4, 4, (0, 11, 13, 13, 13), (0, 11, 13, 13, 13)): 1, (5, 5, (0, 3, 3, 3, 3), (0, 3, 3, 3, 3)): 1, (5, 60, (0, 2, 3, 8), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 59, 59, 59)): 1, (5, 120, (0, 3, 16), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 11, 13, 32, 32, 32, 32, 71, 71, 71, 71, 71, 71, 101, 101, 101, 101, 101)): 1, (4, 12, (0, 5, 13), (0, 4, 4, 5, 5, 5, 7, 7, 13, 13, 13)): 1}"
"['K15n19930', 'K15n16953']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 79), (0, 79)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 13, 13, 79), (0, 13, 13, 79)): 1, (5, 5, (0,), (0,)): 1}"
"['K15n1229', 'K15n943']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 47), (0, 4, 4, 47, 47, 47)): 1, (3, 3, (0, 4, 4), (0, 4, 4)): 1, (2, 2, (0, 103), (0, 103)): 1, (4, 4, (0, 13, 13, 103), (0, 13, 13, 103)): 1, (5, 5, (0, 2, 2, 2, 2, 61, 61), (0, 2, 2, 2, 2, 61, 61)): 1}"
"['K14n2067', 'K14n2154']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 31, 31, 31, 31, 31)): 1, (2, 2, (0, 241), (0, 241)): 1, (3, 3, (0, 25, 25), (0, 25, 25)): 1, (4, 4, (0, 241), (0, 241)): 1, (5, 5, (0, 3, 3, 3, 3, 19, 19), (0, 3, 3, 3, 3, 19, 19)): 1}"
"['K15n825', 'K15n976']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 71, 71)): 1, (2, 2, (0, 313), (0, 313)): 1, (3, 3, (0, 2, 2, 71, 71), (0, 2, 2, 71, 71)): 1, (4, 4, (0, 49, 49, 313), (0, 49, 49, 313)): 1, (5, 5, (0, 4751, 4751), (0, 4751, 4751)): 1}"
"['K15n12713', 'K15n13239']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 181), (0, 181)): 1, (4, 4, (0, 7, 7, 181), (0, 7, 7, 181)): 1, (5, 5, (0, 151, 151), (0, 151, 151)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1}"
"['K15n139537', 'K15n130838', 'K15n139527']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 499), (0, 499)): 1, (3, 3, (0, 7, 7, 11, 11), (0, 7, 7, 11, 11)): 1, (4, 4, (0, 499), (0, 499)): 1, (5, 5, (0, 2, 2, 2, 2, 11, 11), (0, 2, 2, 2, 2, 11, 11)): 1}"
"['K15a677', 'K15a646']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 4, 4), (0, 4, 4, 8, 8, 8, 8, 53, 53)): 1, (2, 2, (0, 719), (0, 719)): 1, (3, 3, (0, 4, 4, 53, 53), (0, 4, 4, 53, 53)): 1, (4, 4, (0, 31, 31, 719), (0, 31, 31, 719)): 1, (5, 5, (0, 281, 281), (0, 281, 281)): 1}"
"['K15n102400', 'K15n102287']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 181), (0, 181)): 1, (4, 12, (0, 19), (0, 2, 2, 5, 5, 7, 7, 19, 19, 19)): 1, (3, 3, (0, 2, 2, 5, 5, 7, 7), (0, 2, 2, 5, 5, 7, 7)): 1, (5, 60, (0, 2, 2, 3, 3, 9), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 9, 9, 13, 13, 13, 13, 13, 27, 27, 27, 27, 239, 239, 239)): 1, (4, 4, (0, 19, 19, 181), (0, 19, 19, 181)): 1, (5, 5, (0, 911, 911), (0, 911, 911)): 1}"
"['K15a55227', 'K15a55433']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 79, 79), (0, 79, 79)): 1, (5, 10, (0, 2, 2, 2, 2, 11), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 11, 157)): 1, (2, 2, (0, 5, 157), (0, 5, 157)): 1, (4, 4, (0, 5, 157), (0, 5, 157)): 1, (5, 5, (0, 7, 7, 7, 7, 11, 11), (0, 7, 7, 7, 7, 11, 11)): 1}"
"['K14n20540', 'K14n20388']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 13), (0, 5, 13)): 1, (3, 3, (0, 2, 2, 17, 17), (0, 2, 2, 17, 17)): 1, (5, 5, (0, 3, 3, 3, 3, 29, 29), (0, 3, 3, 3, 3, 29, 29)): 1, (4, 4, (0, 5, 13, 13, 13), (0, 5, 13, 13, 13)): 1, (5, 10, (0, 61), (0, 5, 13, 61, 61)): 1, (4, 12, (0, 2, 2, 5), (0, 2, 2, 5, 5, 5, 8, 8, 17, 17)): 1}"
"['K15n1876', 'K15n2855']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 31, 31), (0, 5, 5, 31, 31)): 1, (2, 2, (0, 359), (0, 359)): 1, (4, 4, (0, 47, 47, 359), (0, 47, 47, 359)): 1, (5, 5, (0, 31, 31, 131, 131), (0, 31, 31, 131, 131)): 1}"
"['K15n6124', 'K15n5649']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 5), (0, 2, 2, 2, 2, 4, 4, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 25, 25, 25, 81, 243, 243, 243, 243)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (2, 2, (0, 251), (0, 251)): 1, (5, 5, (0, 269, 269), (0, 269, 269)): 1, (4, 4, (0, 11, 11, 251), (0, 11, 11, 251)): 1}"
"['K15n29467', 'K15n29429']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 241), (0, 241)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (4, 4, (0, 13, 13, 241), (0, 13, 13, 241)): 1, (5, 5, (0, 2, 2, 2, 2, 109, 109), (0, 2, 2, 2, 2, 109, 109)): 1}"
"['K15n2017', 'K15n2432']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 343), (0, 343)): 1, (3, 3, (0, 7, 7, 17, 17), (0, 7, 7, 17, 17)): 1, (4, 4, (0, 27, 27, 343), (0, 27, 27, 343)): 1, (5, 5, (0, 19, 19, 79, 79), (0, 19, 19, 79, 79)): 1}"
"['K15a939', 'K15a928', 'K15a946']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 32, 32, 32, 32)): 1, (4, 12, (0, 2, 2, 7, 25), (0, 2, 2, 7, 7, 7, 8, 8, 25, 25, 25, 121, 121)): 1, (5, 60, (0, 0, 4, 5), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 8, 8, 8, 8, 8, 25, 25, 25, 359, 359, 359, 887, 887, 887, 887, 887)): 1, (5, 60, (0, 0, 8, 13), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 27, 32, 32, 64, 64, 64, 64, 81, 81, 81, 81, 181, 181, 181, 181, 181)): 1, (2, 2, (0, 1019), (0, 1019)): 1, (3, 3, (0, 2, 2, 121, 121), (0, 2, 2, 121, 121)): 1, (4, 4, (0, 3, 3, 11, 11, 1019), (0, 3, 3, 11, 11, 1019)): 1, (5, 5, (0, 7, 7, 7, 7, 79, 79), (0, 7, 7, 7, 7, 79, 79)): 1}"
"['K15a59126', 'K15a58351']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 4), (0, 0, 0, 0, 0, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 8, 8, 8, 8, 9, 27, 27, 27, 27, 113, 113, 113, 113, 113, 829, 829, 829)): 1, (2, 2, (0, 997), (0, 997)): 1, (4, 4, (0, 7, 7, 997), (0, 7, 7, 997)): 1, (5, 5, (0, 961, 961), (0, 961, 961)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1}"
"['K15n26832', 'K15n24206']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 17), (0, 13, 17)): 1, (3, 3, (0, 61, 61), (0, 61, 61)): 1, (4, 4, (0, 7, 7, 13, 17), (0, 7, 7, 13, 17)): 1, (5, 5, (0, 79, 79), (0, 79, 79)): 1}"
"['K15n32611', 'K15n31414']","{(1, 1, (0,), (0,)): 1, (3, 6, (0,), (0, 3, 113)): 1, (2, 2, (0, 3, 113), (0, 3, 113)): 1, (3, 3, (0, 5, 5, 19, 19), (0, 5, 5, 19, 19)): 1, (4, 4, (0, 3, 17, 17, 113), (0, 3, 17, 17, 113)): 1, (5, 5, (0, 1151, 1151), (0, 1151, 1151)): 1}"
"['K15n2804', 'K15n2907']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 4, 4, 13, 13), (0, 4, 4, 13, 13)): 1, (4, 24, (0, 2, 2, 3, 7, 7, 7), (0, 0, 0, 0, 0, 0, 3, 3, 3, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 13, 13, 32, 32)): 1, (3, 6, (0, 0, 4, 13), (0, 0, 0, 4, 4, 7, 9, 13, 13)): 1, (5, 60, (0, 2, 2, 2, 2, 3, 3, 19, 19), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 9, 9, 9, 16, 16, 16, 16, 17, 17, 17, 17, 17, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 149, 149, 149)): 1, (4, 24, (0, 2, 2, 9), (0, 0, 0, 2, 2, 2, 2, 4, 7, 9, 9, 9, 9, 13, 13, 13, 13, 13, 16, 16, 16)): 1, (4, 24, (0, 2, 2, 3, 5, 23), (0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 4, 5, 5, 5, 7, 9, 13, 13, 16, 16, 16, 23, 23, 23)): 1, (2, 2, (0, 7, 27), (0, 7, 27)): 1, (4, 12, (0, 0, 2, 13, 17), (0, 0, 0, 0, 2, 8, 8, 13, 13, 13, 13, 13, 17, 17, 17)): 1, (5, 5, (0, 2, 2, 2, 2, 19, 19), (0, 2, 2, 2, 2, 19, 19)): 1, (4, 4, (0, 7, 7, 7, 27), (0, 7, 7, 7, 27)): 1}"
"['K15n4251', 'K15n4368']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 79), (0, 79)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 13, 13, 79), (0, 13, 13, 79)): 1, (5, 5, (0,), (0,)): 1}"
"['K15n25461', 'K15n25756']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 25), (0, 13, 25)): 1, (4, 4, (0, 11, 11, 13, 25), (0, 11, 11, 13, 25)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (5, 10, (0,), (0, 5, 5, 13)): 1, (5, 60, (0, 0, 3, 4), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 7, 7, 7, 7, 7, 19, 19, 19)): 1, (5, 5, (0, 11, 11, 61, 61), (0, 11, 11, 61, 61)): 1}"
"['K15n15228', 'K15n20067']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 103, 103), (0, 103, 103)): 1, (2, 2, (0, 281), (0, 281)): 1, (4, 4, (0, 3, 3, 7, 7, 281), (0, 3, 3, 7, 7, 281)): 1, (5, 5, (0, 521, 521), (0, 521, 521)): 1}"
"['K15a57630', 'K15a57726']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 139), (0, 5, 139, 139, 223)): 1, (3, 3, (0, 7, 7, 29, 29), (0, 7, 7, 29, 29)): 1, (2, 2, (0, 5, 223), (0, 5, 223)): 1, (4, 4, (0, 5, 13, 13, 223), (0, 5, 13, 13, 223)): 1, (5, 5, (0, 269, 269), (0, 269, 269)): 1, (5, 60, (0, 2, 4, 9), (0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 9, 9, 9, 11, 11, 11, 16, 16, 16, 16, 79, 79, 79, 971, 971, 971, 971, 971)): 1}"
"['K14a493', 'K14a728']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2, 9), (0, 2, 2, 2, 2, 2, 2, 4, 4, 9, 9, 9, 49, 49)): 1, (2, 2, (0, 13, 37), (0, 13, 37)): 1, (3, 3, (0, 4, 4, 49, 49), (0, 4, 4, 49, 49)): 1, (4, 4, (0, 13, 37, 53, 53), (0, 13, 37, 53, 53)): 1, (5, 5, (0, 5171, 5171), (0, 5171, 5171)): 1}"
"['K15a61454', 'K15a63921']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 2, 2, 71, 71), (0, 2, 2, 71, 71)): 1, (5, 10, (0, 7, 7, 11, 11), (0, 7, 7, 7, 7, 11, 11, 11, 11, 25, 37)): 1, (5, 10, (0, 2, 2, 2, 2, 3, 3), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 25, 37)): 2, (5, 10, (0, 2, 2, 4, 4), (0, 2, 2, 2, 2, 4, 4, 4, 4, 5, 5, 37)): 2, (5, 10, (0, 2, 2, 4, 4), (0, 2, 2, 2, 2, 4, 4, 4, 4, 25, 37)): 1, (2, 2, (0, 5, 5, 37), (0, 5, 5, 37)): 1, (4, 4, (0, 5, 5, 37), (0, 5, 5, 37)): 1, (5, 5, (0, 2, 2, 2, 2, 19, 19, 29, 29), (0, 2, 2, 2, 2, 19, 19, 29, 29)): 1, (4, 12, (0, 2, 2, 3), (0, 2, 2, 3, 3, 3, 8, 8, 71, 71)): 1}"
"['K15n21862', 'K15n11222']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 4, 4), (0, 4, 4, 8, 8, 8, 8, 11, 11)): 1, (2, 2, (0, 431), (0, 431)): 1, (3, 3, (0, 4, 4, 11, 11), (0, 4, 4, 11, 11)): 1, (4, 4, (0, 13, 13, 431), (0, 13, 13, 431)): 1, (5, 5, (0, 2, 2, 2, 2, 421, 421), (0, 2, 2, 2, 2, 421, 421)): 1}"
"['K15a5499', 'K15a5416']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 2, 2, 2, 2, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 181)): 1, (2, 2, (0, 5, 181), (0, 5, 181)): 1, (3, 3, (0, 193, 193), (0, 193, 193)): 1, (4, 4, (0, 5, 17, 17, 181), (0, 5, 17, 17, 181)): 1, (5, 5, (0, 7, 7, 7, 7), (0, 7, 7, 7, 7)): 1}"
"['K15n30045', 'K15n32197']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 27), (0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 9, 9, 9, 9, 27109, 27109, 27109)): 1, (4, 12, (0, 27), (0, 2, 2, 27, 27, 27, 31, 31)): 1, (3, 3, (0, 2, 2, 31, 31), (0, 2, 2, 31, 31)): 1, (2, 2, (0, 307), (0, 307)): 1, (4, 4, (0, 17, 17, 307), (0, 17, 17, 307)): 1, (5, 5, (0, 11, 11, 131, 131), (0, 11, 11, 131, 131)): 1}"
"['K14n2667', 'K14n2585']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 13, 13)): 1, (5, 60, (0, 2, 2, 3, 7), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8, 8, 8, 8)): 1, (3, 3, (0, 2, 2, 13, 13), (0, 2, 2, 13, 13)): 1, (5, 5, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (2, 2, (0, 11), (0, 11)): 1, (4, 4, (0, 11, 13, 13), (0, 11, 13, 13)): 1}"
